;title;artist;genres;duration;pays;explicit_content
0;My sweet lord;George Harrison;['Rock'];281.0;Royaume-Uni;0.0
1;Pour un flirt;Michel Delpech;['Chanson française', 'Pop'];204.0;France;0.0
2;The fool;Gilbert Montagne;['Pop'];188.0;France;0.0
3;Oh ! ma jolie Sarah;Johnny Hallyday;['Pop'];287.0;France;0.0
4;Here's to you;Joan Baez;['Films/Jeux vidéo', 'Musiques de films'];191.0;NewYork;0.0
5;Le jour se lève;Esther Galil;['Dance', 'Pop', 'Pop internationale', 'Variété Internationale'];201.0;Maroc;0.0
6;Les rois mages;Sheila;['Pop'];201.0;France;0.0
7;Sad Lisa;Cat Stevens;['Pop'];225.0;LondresRoyaume-Uni;0.0
8;Mamy blue;Nicoletta;['Pop'];231.0;78 ansThonon-les-Bains;0.0
9;Mamy blue;Pop Tops;['Rock'];230.0;Inconnue;0.0
10;Brown sugar;The Rolling Stones;['Rock'];228.0;Inconnue;0.0
11;Si douce à mon souvenir;Claude Francois;['Pop'];190.0;Royaumed'Égypte;0.0
12;You don't have to say you love me;Elvis Presley;['Pop'];151.0;États-Unis;0.0
13;Fais-moi un signe;Gerard Palaprat;['Pop', 'Pop internationale', 'Variété Internationale', 'Singer & Songwriter'];199.0;Inconnue;0.0
14;La fleur aux dents;Joe Dassin;['Chanson française'];128.0;États-Unis;0.0
15;Nos mots d'amour;Michel Polnareff;['Pop'];194.0;France;0.0
16;Essayez;Johnny Hallyday;['Pop'];264.0;France;0.0
17;My way;Nina Simone;['Pop'];308.0;États-Unis;0.0
18;J'ai bien mangé, j'ai bien bu;Patrick Topaloff;[];161.0;0décembre194415earrondissementdeParis;0.0
19;She's a lady;Tom Jones;['Pop'];172.0;paysdeGalles;0.0
20;Mozart Symphony n°40 in g minor k550;Waldo De Los Rios;[];;Inconnue;
21;Mamy blue;Joël Daydé;['Pop'];220.0;75 ans;0.0
22;He's gonna step on you again;John Kongos;['Pop'];267.0;77 ansJohannesbourg;0.0
23;Non, non rien n'a changé;Les Poppys;['Pop'];192.0;Inconnue;0.0
24;L'avventura;Stone & Charden;['Chanson française'];216.0;Charden;0.0
25;Paranoid;Black Sabbath;['Rock'];168.0;Royaume-Uni;0.0
26;We shall dance;Demis Roussos;['Pop'];212.0;5juin1946Alexandrie;0.0
27;What is life;George Harrison;['Rock'];264.0;Royaume-Uni;0.0
28;High time we went;Joe Cocker;['Rock'];268.0;Angleterre;0.0
29;Power to the people;John Lennon/Plastic Ono Band;[];;Inconnue;
30;Le caravanier;Julien Clerc;['Pop'];174.0;75 ans19earrondissementdeParis;0.0
31;Le coeur volcan;Julien Clerc;['Pop'];176.0;75 ans19earrondissementdeParis;0.0
32;Comme Juliette et Roméo;Michel Polnareff;['Pop'];254.0;France;0.0
33;J'habite en France;Michel Sardou;['Pop'];167.0;France;0.0
34;Red man;Barry Ryan;['Pop'];205.0;Royaume-Uni;0.0
35;Hold on to what you've got;Bill & Buster;[];;Inconnue;
36;Proud Mary;Ike & Tina Turner;['R&B'];297.0;tats-Unis;0.0
37;Je pense à toi;Jean-Francois Michaël;['Jazz'];194.0;Inconnue;0.0
38;Jesus;Jeremy Faith;[];;Inconnue;
39;Le rire du sergent;Michel Sardou;['Pop'];187.0;France;0.0
40;Une histoire d'amour;Mireille Mathieu;['Chanson française'];179.0;76 ansAvignon;0.0
41;Melancholy man;The Moody Blues;['Pop'];345.0;Royaume-Uni;0.0
42;Resurrection shuffle;Tom Jones;['Pop'];172.0;paysdeGalles;0.0
43;Il fait beau, il fait bon;Claude Francois;['Pop'];197.0;Royaumed'Égypte;0.0
44;Don't let it die;Hurricane Smith;['Rock'];209.0;Inconnue;0.0
45;L'Arsène;Jacques Dutronc;['Pop'];161.0;79 ansParis;0.0
46;Fais la bise à ta maman;Joe Dassin;['Chanson française'];167.0;États-Unis;0.0
47;Imagine;John Lennon;['Rock'];187.0;Royaume-Uni;0.0
48;Fils de personne;Johnny Hallyday;['Pop'];171.0;France;0.0
49;L'amour ça fait passer le temps;Marcel Amont;['Pop'];164.0;93 ansBordeauxFrance;0.0
